ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.0087927384302,7.823741436,0.165053904057,0.54511731863,0.000253431033343,0.203613162041,0.910065829754,0.331335991621,0.713128685951,4.33741044998,0.798142015934
