ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.0041261035949,7.66869831085,0.171052768826,0.40224173665,0.000574730918743,0.157872572541,0.806515038013,0.28027638793,0.691949486732,3.51008057594,0.738152623177
