ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.00223120092414,5.39881181717,0.288482069969,0.322026491165,0.000486144417664,0.110232926905,0.750724196434,0.277698099613,0.717329621315,4.33870410919,0.749319434166
