ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd
0.01745675690472126,8.940082550048828,0.1276414543390274,0.5629212856292725,0.00018084021576214582,0.2965346574783325,0.9123950004577637,0.27842921018600464
