ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.013261652551591396,8.794486999511719,0.1319931149482727,0.4961903691291809,0.00049519696040079,0.21232950687408447,0.8861368894577026,0.3250497281551361,0.6941230893135071,3.2961738109588623,0.7910518646240234
