ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.002283325186,5.6677441597,0.271159976721,0.328687340021,0.000503990042489,0.114716298878,0.755009412766,0.278678953648,0.704048991203,4.28009462357,0.74163210392
