ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.0209827646613,19.6769294739,0.0107722552493,0.567923724651,0.00019708822947,0.413623958826,0.879060506821,0.25074622035,0.58921957016,2.83780574799,0.732396125793
