ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.0116736022756,10.050113678,0.0988527238369,0.592532336712,0.000356249947799,0.237613007426,0.914340853691,0.3138897717,0.710061907768,4.12068605423,0.811509490013
