ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.00967012625188,7.80685043335,0.165697097778,0.483969449997,0.000429071020335,0.248120829463,0.882427632809,0.307990938425,0.722374379635,3.57179927826,0.77458357811
