ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.00426186295226,8.95676040649,0.127152219415,0.50160497427,0.000342249084497,0.190874814987,0.849561154842,0.293317943811,0.701270580292,3.8784725666,0.76227492094
