ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.00774523429573,7.45918035507,0.179507210851,0.523646175861,0.000658903096337,0.191917970777,0.890248060226,0.340337783098,0.723258733749,3.86129570007,0.799526691437
