ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.00364983454347,9.30966377258,0.117228604853,0.449803441763,0.000288005045149,0.220315694809,0.836255669594,0.294976830482,0.733419895172,4.16067934036,0.763909161091
