ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.026267202571,20.3796730042,0.00916288699955,0.598831772804,0.000197359637241,0.433130055666,0.891916573048,0.23923176527,0.57078397274,2.61959934235,0.727890312672
