ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.0304995924234,12.3992366791,0.0575540922582,0.672208607197,0.000215813270188,0.385639190674,0.943743526936,0.231834962964,0.703035950661,3.08013820648,0.746892094612
