ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.0115612819791,10.9901227951,0.0796136856079,0.545236587524,0.000380788143957,0.226827159524,0.870764195919,0.282923847437,0.673207521439,3.39798545837,0.770973026752
