ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.00455287331715,8.96343803406,0.126956865191,0.484340637922,0.000329521571985,0.181354090571,0.842186272144,0.295769542456,0.701982438564,3.99584102631,0.764218330383
