ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.0304971244186,12.402589798,0.0575096793473,0.672052443027,0.000215939449845,0.385564655066,0.943597018719,0.232006594539,0.702302753925,3.09894132614,0.746939182281
