ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.013274968601763248,8.806160926818848,0.1316387802362442,0.5040344595909119,0.0005000149249099195,0.21413646638393402,0.8903644680976868,0.32440462708473206,0.6924715638160706,3.198089361190796,0.7875493764877319
