ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.00444643571973,8.90645885468,0.128633499146,0.487319231033,0.000341537670465,0.183113574982,0.83728313446,0.296410620213,0.716289758682,4.10863399506,0.765727639198
