ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.00619672937319,11.5430374146,0.0700964704156,0.479767650366,0.000324489461491,0.259149760008,0.852262616158,0.288390010595,0.700189232826,3.89476370811,0.760258674622
