ssim,psnr,mse,fsim,vif,ms_ssim,vsi,gmsd,lpips,pieapp,dists
0.00528318947181,9.14550971985,0.121744386852,0.491570919752,0.000326561101247,0.185045734048,0.845050930977,0.293749421835,0.710889458656,3.93074607849,0.767839848995
